timestamp,bridge_id,span_id,sensor_id,sensor_type,value,unit,traffic_load_proxy,rule_threshold,anomaly,anomaly_type
2025-10-10T12:00:01.300000,BRIDGE_A01,SPAN_2,SG_002,strain_gauge,124.499512,microstrain,0.534,200.0,0,
2025-10-10T12:00:01.300000,BRIDGE_A01,SPAN_1,ACC_101,accelerometer_rms,0.019641,g,0.534,0.05,0,
2025-10-10T12:00:01.300000,BRIDGE_A01,SPAN_2,ACC_102,accelerometer_rms,0.016745,g,0.534,0.05,0,
2025-10-10T12:00:01.300000,BRIDGE_A01,SPAN_2,TMP_201,temperature,22.039905,C,0.534,35.0,0,
2025-10-10T12:00:01.400000,BRIDGE_A01,SPAN_1,SG_001,strain_gauge,126.635148,microstrain,0.537,200.0,0,
2025-10-10T12:00:01.400000,BRIDGE_A01,SPAN_2,SG_002,strain_gauge,120.137178,microstrain,0.537,200.0,0,
2025-10-10T12:00:01.400000,BRIDGE_A01,SPAN_1,ACC_101,accelerometer_rms,0.023853,g,0.537,0.05,0,
2025-10-10T12:00:01.400000,BRIDGE_A01,SPAN_2,ACC_102,accelerometer_rms,0.017075,g,0.537,0.05,0,
2025-10-10T12:00:01.400000,BRIDGE_A01,SPAN_2,TMP_201,temperature,21.57538,C,0.537,35.0,0,
2025-10-10T12:00:01.500000,BRIDGE_A01,SPAN_1,SG_001,strain_gauge,129.512472,microstrain,0.539,200.0,0,
2025-10-10T12:00:01.500000,BRIDGE_A01,SPAN_2,SG_002,strain_gauge,122.297006,microstrain,0.539,200.0,0,
2025-10-10T12:00:01.500000,BRIDGE_A01,SPAN_1,ACC_101,accelerometer_rms,0.020014,g,0.539,0.05,0,
2025-10-10T12:00:01.500000,BRIDGE_A01,SPAN_2,ACC_102,accelerometer_rms,0.01788,g,0.539,0.05,0,
2025-10-10T12:00:01.500000,BRIDGE_A01,SPAN_2,TMP_201,temperature,21.678807,C,0.539,35.0,0,
2025-10-10T12:00:01.600000,BRIDGE_A01,SPAN_1,SG_001,strain_gauge,130.610898,microstrain,0.542,200.0,0,
2025-10-10T12:00:01.600000,BRIDGE_A01,SPAN_2,SG_002,strain_gauge,120.890366,microstrain,0.542,200.0,0,
2025-10-10T12:00:01.600000,BRIDGE_A01,SPAN_1,ACC_101,accelerometer_rms,0.025401,g,0.542,0.05,0,
2025-10-10T12:00:01.600000,BRIDGE_A01,SPAN_2,ACC_102,accelerometer_rms,0.02284,g,0.542,0.05,0,
2025-10-10T12:00:01.600000,BRIDGE_A01,SPAN_2,TMP_201,temperature,21.937048,C,0.542,35.0,0,
2025-10-10T12:00:01.700000,BRIDGE_A01,SPAN_1,SG_001,strain_gauge,118.926065,microstrain,0.544,200.0,0,
2025-10-10T12:00:01.700000,BRIDGE_A01,SPAN_2,SG_002,strain_gauge,120.693267,microstrain,0.544,200.0,0,
2025-10-10T12:00:01.700000,BRIDGE_A01,SPAN_1,ACC_101,accelerometer_rms,0.016807,g,0.544,0.05,0,
2025-10-10T12:00:01.700000,BRIDGE_A01,SPAN_2,ACC_102,accelerometer_rms,0.026706,g,0.544,0.05,0,
2025-10-10T12:00:01.700000,BRIDGE_A01,SPAN_2,TMP_201,temperature,22.032888,C,0.544,35.0,0,
2025-10-10T12:00:01.800000,BRIDGE_A01,SPAN_1,SG_001,strain_gauge,130.127461,microstrain,0.547,200.0,0,
2025-10-10T12:00:01.800000,BRIDGE_A01,SPAN_2,SG_002,strain_gauge,118.039673,microstrain,0.547,200.0,0,
2025-10-10T12:00:01.800000,BRIDGE_A01,SPAN_1,ACC_101,accelerometer_rms,0.021014,g,0.547,0.05,0,
2025-10-10T12:00:01.800000,BRIDGE_A01,SPAN_2,ACC_102,accelerometer_rms,0.024004,g,0.547,0.05,0,
2025-10-10T12:00:01.800000,BRIDGE_A01,SPAN_2,TMP_201,temperature,21.932998,C,0.547,35.0,0,
2025-10-10T12:00:01.900000,BRIDGE_A01,SPAN_1,SG_001,strain_gauge,129.552851,microstrain,0.55,200.0,0,
2025-10-10T12:00:01.900000,BRIDGE_A01,SPAN_2,SG_002,strain_gauge,118.974439,microstrain,0.55,200.0,0,
2025-10-10T12:00:01.900000,BRIDGE_A01,SPAN_1,ACC_101,accelerometer_rms,0.016406,g,0.55,0.05,0,
2025-10-10T12:00:01.900000,BRIDGE_A01,SPAN_2,ACC_102,accelerometer_rms,0.021635,g,0.55,0.05,0,
2025-10-10T12:00:01.900000,BRIDGE_A01,SPAN_2,TMP_201,temperature,21.924165,C,0.55,35.0,0,
2025-10-10T12:00:02,BRIDGE_A01,SPAN_1,SG_001,strain_gauge,127.628387,microstrain,0.552,200.0,0,
2025-10-10T12:00:02,BRIDGE_A01,SPAN_2,SG_002,strain_gauge,114.528674,microstrain,0.552,200.0,0,
2025-10-10T12:00:02,BRIDGE_A01,SPAN_1,ACC_101,accelerometer_rms,0.022659,g,0.552,0.05,0,
2025-10-10T12:00:02,BRIDGE_A01,SPAN_2,ACC_102,accelerometer_rms,0.028318,g,0.552,0.05,0,
2025-10-10T12:00:02,BRIDGE_A01,SPAN_2,TMP_201,temperature,21.995075,C,0.552,35.0,0,
2025-10-10T12:00:02.100000,BRIDGE_A01,SPAN_1,SG_001,strain_gauge,124.609648,microstrain,0.555,200.0,0,
2025-10-10T12:00:02.100000,BRIDGE_A01,SPAN_2,SG_002,strain_gauge,125.336685,microstrain,0.555,200.0,0,
2025-10-10T12:00:02.100000,BRIDGE_A01,SPAN_1,ACC_101,accelerometer_rms,0.014963,g,0.555,0.05,0,
2025-10-10T12:00:02.100000,BRIDGE_A01,SPAN_2,ACC_102,accelerometer_rms,0.021827,g,0.555,0.05,0,
2025-10-10T12:00:02.100000,BRIDGE_A01,SPAN_2,TMP_201,temperature,21.678918,C,0.555,35.0,0,
2025-10-10T12:00:02.200000,BRIDGE_A01,SPAN_1,SG_001,strain_gauge,122.321351,microstrain,0.557,200.0,0,
2025-10-10T12:00:02.200000,BRIDGE_A01,SPAN_2,SG_002,strain_gauge,130.674096,microstrain,0.557,200.0,0,
2025-10-10T12:00:02.200000,BRIDGE_A01,SPAN_1,ACC_101,accelerometer_rms,0.018369,g,0.557,0.05,0,
2025-10-10T12:00:02.200000,BRIDGE_A01,SPAN_2,ACC_102,accelerometer_rms,0.022078,g,0.557,0.05,0,
2025-10-10T12:00:02.200000,BRIDGE_A01,SPAN_2,TMP_201,temperature,22.202548,C,0.557,35.0,0,
2025-10-10T12:00:02.300000,BRIDGE_A01,SPAN_1,SG_001,strain_gauge,125.874252,microstrain,0.56,200.0,0,
2025-10-10T12:00:02.300000,BRIDGE_A01,SPAN_2,SG_002,strain_gauge,117.625805,microstrain,0.56,200.0,0,
2025-10-10T12:00:02.300000,BRIDGE_A01,SPAN_1,ACC_101,accelerometer_rms,0.019603,g,0.56,0.05,0,
2025-10-10T12:00:02.300000,BRIDGE_A01,SPAN_2,ACC_102,accelerometer_rms,0.026479,g,0.56,0.05,0,
2025-10-10T12:00:02.300000,BRIDGE_A01,SPAN_2,TMP_201,temperature,21.594991,C,0.56,35.0,0,
2025-10-10T12:00:02.400000,BRIDGE_A01,SPAN_1,SG_001,strain_gauge,123.122403,microstrain,0.563,200.0,0,
2025-10-10T12:00:02.400000,BRIDGE_A01,SPAN_2,SG_002,strain_gauge,121.740793,microstrain,0.563,200.0,0,
2025-10-10T12:00:02.400000,BRIDGE_A01,SPAN_1,ACC_101,accelerometer_rms,0.020989,g,0.563,0.05,0,
2025-10-10T12:00:02.400000,BRIDGE_A01,SPAN_2,ACC_102,accelerometer_rms,0.022871,g,0.563,0.05,0,
2025-10-10T12:00:02.400000,BRIDGE_A01,SPAN_2,TMP_201,temperature,22.321738,C,0.563,35.0,0,
2025-10-10T12:00:02.500000,BRIDGE_A01,SPAN_1,SG_001,strain_gauge,123.170943,microstrain,0.565,200.0,0,
2025-10-10T12:00:02.500000,BRIDGE_A01,SPAN_2,SG_002,strain_gauge,128.583811,microstrain,0.565,200.0,0,
2025-10-10T12:00:02.500000,BRIDGE_A01,SPAN_1,ACC_101,accelerometer_rms,0.022152,g,0.565,0.05,0,
2025-10-10T12:00:02.500000,BRIDGE_A01,SPAN_2,ACC_102,accelerometer_rms,0.022076,g,0.565,0.05,0,
2025-10-10T12:00:02.500000,BRIDGE_A01,SPAN_2,TMP_201,temperature,21.887215,C,0.565,35.0,0,
2025-10-10T12:00:02.600000,BRIDGE_A01,SPAN_1,SG_001,strain_gauge,119.556255,microstrain,0.568,200.0,0,
2025-10-10T12:00:02.600000,BRIDGE_A01,SPAN_2,SG_002,strain_gauge,119.042647,microstrain,0.568,200.0,0,
2025-10-10T12:00:02.600000,BRIDGE_A01,SPAN_1,ACC_101,accelerometer_rms,0.018409,g,0.568,0.05,0,
2025-10-10T12:00:02.600000,BRIDGE_A01,SPAN_2,ACC_102,accelerometer_rms,0.021644,g,0.568,0.05,0,
2025-10-10T12:00:02.600000,BRIDGE_A01,SPAN_2,TMP_201,temperature,22.15219,C,0.568,35.0,0,
2025-10-10T12:00:02.700000,BRIDGE_A01,SPAN_1,SG_001,strain_gauge,126.180949,microstrain,0.57,200.0,0,
2025-10-10T12:00:02.700000,BRIDGE_A01,SPAN_2,SG_002,strain_gauge,121.818829,microstrain,0.57,200.0,0,
2025-10-10T12:00:02.700000,BRIDGE_A01,SPAN_1,ACC_101,accelerometer_rms,0.026122,g,0.57,0.05,0,
2025-10-10T12:00:02.700000,BRIDGE_A01,SPAN_2,ACC_102,accelerometer_rms,0.025261,g,0.57,0.05,0,
2025-10-10T12:00:02.700000,BRIDGE_A01,SPAN_2,TMP_201,temperature,21.9292,C,0.57,35.0,0,
2025-10-10T12:00:02.800000,BRIDGE_A01,SPAN_1,SG_001,strain_gauge,120.467175,microstrain,0.573,200.0,0,
2025-10-10T12:00:02.800000,BRIDGE_A01,SPAN_2,SG_002,strain_gauge,125.235407,microstrain,0.573,200.0,0,
2025-10-10T12:00:02.800000,BRIDGE_A01,SPAN_1,ACC_101,accelerometer_rms,0.024532,g,0.573,0.05,0,
2025-10-10T12:00:02.800000,BRIDGE_A01,SPAN_2,ACC_102,accelerometer_rms,0.021729,g,0.573,0.05,0,
2025-10-10T12:00:02.800000,BRIDGE_A01,SPAN_2,TMP_201,temperature,22.11131,C,0.573,35.0,0,
2025-10-10T12:00:02.900000,BRIDGE_A01,SPAN_1,SG_001,strain_gauge,123.544643,microstrain,0.576,200.0,0,
2025-10-10T12:00:02.900000,BRIDGE_A01,SPAN_2,SG_002,strain_gauge,126.886398,microstrain,0.576,200.0,0,
2025-10-10T12:00:02.900000,BRIDGE_A01,SPAN_1,ACC_101,accelerometer_rms,0.02539,g,0.576,0.05,0,
2025-10-10T12:00:02.900000,BRIDGE_A01,SPAN_2,ACC_102,accelerometer_rms,0.020037,g,0.576,0.05,0,
2025-10-10T12:00:02.900000,BRIDGE_A01,SPAN_2,TMP_201,temperature,22.028662,C,0.576,35.0,0,
2025-10-10T12:00:03,BRIDGE_A01,SPAN_1,SG_001,strain_gauge,125.89482,microstrain,0.578,200.0,0,
2025-10-10T12:00:03,BRIDGE_A01,SPAN_2,SG_002,strain_gauge,126.044365,microstrain,0.578,200.0,0,
2025-10-10T12:00:03,BRIDGE_A01,SPAN_1,ACC_101,accelerometer_rms,0.016547,g,0.578,0.05,0,
2025-10-10T12:00:03,BRIDGE_A01,SPAN_2,ACC_102,accelerometer_rms,0.015152,g,0.578,0.05,0,
2025-10-10T12:00:03,BRIDGE_A01,SPAN_2,TMP_201,temperature,21.796069,C,0.578,35.0,0,
2025-10-10T12:00:03.100000,BRIDGE_A01,SPAN_1,SG_001,strain_gauge,125.486127,microstrain,0.581,200.0,0,
2025-10-10T12:00:03.100000,BRIDGE_A01,SPAN_2,SG_002,strain_gauge,127.415696,microstrain,0.581,200.0,0,
2025-10-10T12:00:03.100000,BRIDGE_A01,SPAN_1,ACC_101,accelerometer_rms,0.019216,g,0.581,0.05,0,
2025-10-10T12:00:03.100000,BRIDGE_A01,SPAN_2,ACC_102,accelerometer_rms,0.02494,g,0.581,0.05,0,
2025-10-10T12:00:03.100000,BRIDGE_A01,SPAN_2,TMP_201,temperature,21.971365,C,0.581,35.0,0,
2025-10-10T12:00:03.200000,BRIDGE_A01,SPAN_1,SG_001,strain_gauge,124.768655,microstrain,0.583,200.0,0,
2025-10-10T12:00:03.200000,BRIDGE_A01,SPAN_2,SG_002,strain_gauge,123.697256,microstrain,0.583,200.0,0,
2025-10-10T12:00:03.200000,BRIDGE_A01,SPAN_1,ACC_101,accelerometer_rms,0.021236,g,0.583,0.05,0,
2025-10-10T12:00:03.200000,BRIDGE_A01,SPAN_2,ACC_102,accelerometer_rms,0.022947,g,0.583,0.05,0,
2025-10-10T12:00:03.200000,BRIDGE_A01,SPAN_2,TMP_201,temperature,22.133131,C,0.583,35.0,0,
2025-10-10T12:00:03.300000,BRIDGE_A01,SPAN_1,SG_001,strain_gauge,120.195602,microstrain,0.586,200.0,0,
2025-10-10T12:00:03.300000,BRIDGE_A01,SPAN_2,SG_002,strain_gauge,132.306035,microstrain,0.586,200.0,0,
2025-10-10T12:00:03.300000,BRIDGE_A01,SPAN_1,ACC_101,accelerometer_rms,0.017575,g,0.586,0.05,0,
2025-10-10T12:00:03.300000,BRIDGE_A01,SPAN_2,ACC_102,accelerometer_rms,0.021097,g,0.586,0.05,0,
2025-10-10T12:00:03.300000,BRIDGE_A01,SPAN_2,TMP_201,temperature,21.945121,C,0.586,35.0,0,
2025-10-10T12:00:03.400000,BRIDGE_A01,SPAN_1,SG_001,strain_gauge,119.463381,microstrain,0.589,200.0,0,
2025-10-10T12:00:03.400000,BRIDGE_A01,SPAN_2,SG_002,strain_gauge,124.332736,microstrain,0.589,200.0,0,
2025-10-10T12:00:03.400000,BRIDGE_A01,SPAN_1,ACC_101,accelerometer_rms,0.018663,g,0.589,0.05,0,
2025-10-10T12:00:03.400000,BRIDGE_A01,SPAN_2,ACC_102,accelerometer_rms,0.021104,g,0.589,0.05,0,
2025-10-10T12:00:03.400000,BRIDGE_A01,SPAN_2,TMP_201,temperature,22.080617,C,0.589,35.0,0,
2025-10-10T12:00:03.500000,BRIDGE_A01,SPAN_1,SG_001,strain_gauge,132.088589,microstrain,0.591,200.0,0,
2025-10-10T12:00:03.500000,BRIDGE_A01,SPAN_2,SG_002,strain_gauge,126.265863,microstrain,0.591,200.0,0,
2025-10-10T12:00:03.500000,BRIDGE_A01,SPAN_1,ACC_101,accelerometer_rms,0.019078,g,0.591,0.05,0,
2025-10-10T12:00:03.500000,BRIDGE_A01,SPAN_2,ACC_102,accelerometer_rms,0.019736,g,0.591,0.05,0,
2025-10-10T12:00:03.500000,BRIDGE_A01,SPAN_2,TMP_201,temperature,22.027996,C,0.591,35.0,0,
2025-10-10T12:00:03.600000,BRIDGE_A01,SPAN_1,SG_001,strain_gauge,125.216829,microstrain,0.594,200.0,0,
2025-10-10T12:00:03.600000,BRIDGE_A01,SPAN_2,SG_002,strain_gauge,132.047472,microstrain,0.594,200.0,0,
2025-10-10T12:00:03.600000,BRIDGE_A01,SPAN_1,ACC_101,accelerometer_rms,0.025123,g,0.594,0.05,0,
2025-10-10T12:00:03.600000,BRIDGE_A01,SPAN_2,ACC_102,accelerometer_rms,0.01986,g,0.594,0.05,0,
2025-10-10T12:00:03.600000,BRIDGE_A01,SPAN_2,TMP_201,temperature,21.890272,C,0.594,35.0,0,
2025-10-10T12:00:03.700000,BRIDGE_A01,SPAN_1,SG_001,strain_gauge,111.984815,microstrain,0.596,200.0,0,
2025-10-10T12:00:03.700000,BRIDGE_A01,SPAN_2,SG_002,strain_gauge,122.025486,microstrain,0.596,200.0,0,
2025-10-10T12:00:03.700000,BRIDGE_A01,SPAN_1,ACC_101,accelerometer_rms,0.018028,g,0.596,0.05,0,
2025-10-10T12:00:03.700000,BRIDGE_A01,SPAN_2,ACC_102,accelerometer_rms,0.019898,g,0.596,0.05,0,
2025-10-10T12:00:03.700000,BRIDGE_A01,SPAN_2,TMP_201,temperature,22.078317,C,0.596,35.0,0,
2025-10-10T12:00:03.800000,BRIDGE_A01,SPAN_1,SG_001,strain_gauge,125.676591,microstrain,0.599,200.0,0,
2025-10-10T12:00:03.800000,BRIDGE_A01,SPAN_2,SG_002,strain_gauge,124.640789,microstrain,0.599,200.0,0,
2025-10-10T12:00:03.800000,BRIDGE_A01,SPAN_1,ACC_101,accelerometer_rms,0.021587,g,0.599,0.05,0,
2025-10-10T12:00:03.800000,BRIDGE_A01,SPAN_2,ACC_102,accelerometer_rms,0.02061,g,0.599,0.05,0,
2025-10-10T12:00:03.800000,BRIDGE_A01,SPAN_2,TMP_201,temperature,22.039404,C,0.599,35.0,0,
2025-10-10T12:00:03.900000,BRIDGE_A01,SPAN_1,SG_001,strain_gauge,108.655874,microstrain,0.601,200.0,0,
2025-10-10T12:00:03.900000,BRIDGE_A01,SPAN_2,SG_002,strain_gauge,123.464682,microstrain,0.601,200.0,0,
2025-10-10T12:00:03.900000,BRIDGE_A01,SPAN_1,ACC_101,accelerometer_rms,0.020681,g,0.601,0.05,0,
2025-10-10T12:00:03.900000,BRIDGE_A01,SPAN_2,ACC_102,accelerometer_rms,0.01999,g,0.601,0.05,0,
2025-10-10T12:00:03.900000,BRIDGE_A01,SPAN_2,TMP_201,temperature,21.956411,C,0.601,35.0,0,
2025-10-10T12:00:04,BRIDGE_A01,SPAN_1,SG_001,strain_gauge,128.348197,microstrain,0.604,200.0,0,
2025-10-10T12:00:04,BRIDGE_A01,SPAN_2,SG_002,strain_gauge,121.84112,microstrain,0.604,200.0,0,
2025-10-10T12:00:04,BRIDGE_A01,SPAN_1,ACC_101,accelerometer_rms,0.027642,g,0.604,0.05,0,
2025-10-10T12:00:04,BRIDGE_A01,SPAN_2,ACC_102,accelerometer_rms,0.023104,g,0.604,0.05,0,
2025-10-10T12:00:04,BRIDGE_A01,SPAN_2,TMP_201,temperature,21.998739,C,0.604,35.0,0,
2025-10-10T12:00:04.100000,BRIDGE_A01,SPAN_1,SG_001,strain_gauge,123.81881,microstrain,0.607,200.0,0,
2025-10-10T12:00:04.100000,BRIDGE_A01,SPAN_2,SG_002,strain_gauge,124.41951,microstrain,0.607,200.0,0,
2025-10-10T12:00:04.100000,BRIDGE_A01,SPAN_1,ACC_101,accelerometer_rms,0.018319,g,0.607,0.05,0,
2025-10-10T12:00:04.100000,BRIDGE_A01,SPAN_2,ACC_102,accelerometer_rms,0.02078,g,0.607,0.05,0,
2025-10-10T12:00:04.100000,BRIDGE_A01,SPAN_2,TMP_201,temperature,22.055737,C,0.607,35.0,0,
2025-10-10T12:00:04.200000,BRIDGE_A01,SPAN_1,SG_001,strain_gauge,127.770281,microstrain,0.609,200.0,0,
2025-10-10T12:00:04.200000,BRIDGE_A01,SPAN_2,SG_002,strain_gauge,127.771022,microstrain,0.609,200.0,0,
2025-10-10T12:00:04.200000,BRIDGE_A01,SPAN_1,ACC_101,accelerometer_rms,0.020266,g,0.609,0.05,0,
2025-10-10T12:00:04.200000,BRIDGE_A01,SPAN_2,ACC_102,accelerometer_rms,0.016842,g,0.609,0.05,0,
